sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_bmasse,pl_orbeccen,st_mass,ra,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
1,4,2013,39.7922622,0.2109,2.0,0.1,0.79,284.0592503,44.5183733,63.9207,9.770001,7.942,9.54988
2,4,2013,3.005156,0.0375,25.6,0.146,0.87,287.6057027,49.5233937,153.676,12.448,10.062,12.2327
2,4,2013,5.39875259,0.06135,8.03,0.09,1.06,291.0323102,49.0402129,144.166,10.077,8.588,9.93355
2,4,2013,9.605027,0.09008,1.3,0.099,1.06,291.0323102,49.0402129,144.166,10.077,8.588,9.93355
2,4,2013,632.62,1.469,238.05348,0.102,1.06,291.0323102,49.0402129,144.166,10.077,8.588,9.93355
1,1,2013,7.340711,0.07813,191.96932,0.32,1.18,293.0925275,41.3555095,1177.55,14.487,12.958,14.3652
1,1,2013,8.8849116,0.0817,3210.083,0.5704,0.91,291.1376203,36.5773443,835.356,15.414,13.118,15.1789
1,1,2013,1.5449287,0.0278,635.66,0.078,1.2,294.1921185,39.6189727,822.96,13.474,12.092,13.2755
1,1,2013,3.57878087,0.04502,165.90726,0.079,0.95,289.6079433,44.3454347,639.411,14.152,12.361,13.9172
2,1,2013,0.35500745,0.00901,1.68,0.0,0.78,293.7419543,44.4482521,124.376,11.717,9.586,11.5287
1,1,2013,2.3114243,0.0334,489.4582,0.016,0.93,133.3242982,8.5230171,273.703,11.869,10.346,11.7509
2,1,2013,2.484193,0.03751,341.03159,0.056,1.14,342.3858995,-10.6754686,294.001,11.591,10.062,11.3347
2,2,2013,4323.0,5.28,3003.37,0.0,1.04,359.9008737,-35.0313349,89.9606,9.789,8.086,9.61249
1,1,2013,305.5,1.17,6547.0,0.031,2.3,107.7847232,30.2449545,112.537,4.37799,1.681,4.03996
2,1,2013,277.02,1.1,540.3,0.106,2.17,237.5732422,2.196304,76.7556,5.21644,2.929,4.92833
2,1,2013,278.59,0.838,233.92171,0.18,1.01,237.5732422,2.196304,76.7556,5.21644,2.929,4.92833
3,1,2013,181.4,0.7,1017.0,0.027,1.4,348.9745031,-9.0878076,44.0304,4.23946,1.597,3.95311
1,1,2013,124.6,0.565,2917.56,0.23,1.54,194.3824825,-65.6463263,156.456,6.86,4.406,6.56453
1,1,2013,192.0,0.747,2089.644,0.05,1.5,137.4535054,53.5682016,847.058,10.291,7.979,10.1054
1,1,2013,312.08,1.117,284.77425,0.269,1.91,8.2938367,54.8948177,110.103,5.9258,3.629,5.64532
1,1,2013,311.6,1.2,508.5,0.129,2.54,8.2938367,54.8948177,110.103,5.9258,3.629,5.64532
1,1,2013,311.60001,1.23,435.4271,0.13,1.97,8.2938367,54.8948177,110.103,5.9258,3.629,5.64532
1,1,2013,2082.0,4.3,1430.2,0.66,2.39,205.661989,78.0646376,103.044,5.90686,3.572,5.65211
1,1,2013,2084.0,4.12,2415.49589,0.7,2.15,205.661989,78.0646376,103.044,5.90686,3.572,5.65211
1,1,2013,2142.0,4.21,2034.1018,0.483,2.16,205.661989,78.0646376,103.044,5.90686,3.572,5.65211
1,1,2013,137.48,0.539,352.78,0.26,1.1,240.09564,15.5467507,426.42,9.01,6.525,8.7178
1,1,2013,6.24658,0.072,279.68,0.066,1.31,285.6729033,44.1167513,1294.69,12.712,10.136,12.4762
1,1,2013,6.24658,0.073,146.2018,0.05,1.3,285.6729033,44.1167513,1294.69,12.712,10.136,12.4762
1,2,2013,114.73635,0.481,324.2,0.036,1.1,297.9168433,46.9651146,1232.9,14.681,12.981,14.5869
1,2,2013,191.2318,0.676,6.4,0.039,1.1,297.9168433,46.9651146,1232.9,14.681,12.981,14.5869
1,1,2013,4.20474,0.0526,165.26,0.0,1.09,279.7504991,6.9697828,1045.18,15.861,13.261,15.4682
1,1,2013,988.88112,2.027,1322.16617,0.92,1.13,291.2012559,51.1442437,835.455,13.392,11.792,13.2514
1,2,2013,19.382,0.154,274.91,0.02,1.29,34.5609102,65.5941901,79.5515,7.52,6.21,7.3845
1,2,2013,931.0,2.03,1630.4,0.12,1.29,34.5609102,65.5941901,79.5515,7.52,6.21,7.3845
2,4,2013,3.743208,0.05119,10.5,0.25,1.28,297.3330716,41.8911186,477.052,12.314,10.926,12.1882
2,4,2013,10.423648,0.1013,15.6,0.43,1.28,297.3330716,41.8911186,477.052,12.314,10.926,12.1882
2,4,2013,22.342989,0.1684,106.0,0.022,1.28,297.3330716,41.8911186,477.052,12.314,10.926,12.1882
2,4,2013,54.32031,0.3046,35.0,0.019,1.28,297.3330716,41.8911186,477.052,12.314,10.926,12.1882
1,1,2013,7.340718,0.084,216.12,0.287,1.4,293.0925275,41.3555095,1177.55,14.487,12.958,14.3652
1,2,2013,324.0,0.92,899.42,0.46,1.4,195.4438496,63.610328,36.18,6.02078,5.005,5.91168
2,1,2013,2.7033904,0.04122,469.415,0.0,1.28,148.6431193,40.3879446,210.252,9.816,8.662,9.76324
1,1,2013,3.547851,0.0485,340.382,0.0,1.21,312.4574879,-24.4286938,411.211,12.433,10.694,11.8914
2,1,2013,5.8881,0.07,116.0,0.09,1.33,179.2310729,-12.1079951,56.4089,7.13463,6.0,7.00938
1,2,2013,7.8543,0.079,17.162,0.25,1.05,188.397397,-11.6215204,55.8716,8.04,6.495,7.87816
1,2,2013,30.93,0.196,24.154,0.15,1.05,188.397397,-11.6215204,55.8716,8.04,6.495,7.87816
2,4,2013,5.398763,0.0617,8.3,0.0,1.08,291.0323102,49.0402129,144.166,10.077,8.588,9.93355
2,4,2013,9.605085,0.09059,4.8,0.0,1.08,291.0323102,49.0402129,144.166,10.077,8.588,9.93355
2,4,2013,580.0,1.4,300.972,0.18,1.08,291.0323102,49.0402129,144.166,10.077,8.588,9.93355
2,1,2013,2.484193,0.0375,340.06,0.0,1.14,342.3858995,-10.6754686,294.001,11.591,10.062,11.3347
1,1,2013,4.86069,0.0578,85.81,0.0,1.09,280.6296561,6.5138223,1103.48,14.79,12.846,14.711
1,1,2013,2.3114243,0.0334,492.62,0.0,0.93,133.3242982,8.5230171,273.703,11.869,10.346,11.7509
1,1,2013,3.57878087,0.04501,136.661,0.0,0.95,289.6079433,44.3454347,639.411,14.152,12.361,13.9172
3,2,2013,5370.0,5.75,645.1949,0.17,0.87,118.4209646,-63.6466892,35.1205,7.97,6.329,7.7943
1,1,2013,7.340711,0.0781,200.22,0.0,1.18,293.0925275,41.3555095,1177.55,14.487,12.958,14.3652
1,5,2013,51.56,0.2485,3.63,0.352,0.77,88.5172191,-60.0237289,12.9363,7.17,4.793,6.84367
1,5,2013,51.76,0.247,5.2,0.02,0.77,88.5172191,-60.0237289,12.9363,7.17,4.793,6.84367
1,5,2013,197.8,0.6,7.1,0.29,0.77,88.5172191,-60.0237289,12.9363,7.17,4.793,6.84367
1,1,2013,1.354133,0.023,427.463,0.0,0.88,176.7388264,-22.5630097,341.925,13.565,11.386,13.3419
1,1,2013,8.884924,0.08,3146.4,0.569,0.88,291.1376203,36.5773443,835.356,15.414,13.118,15.1789
1,1,2013,8.8849116,0.0818,3209.9,0.57,0.91,291.1376203,36.5773443,835.356,15.414,13.118,15.1789
1,1,2013,9.4341505,0.08,120.0,0.45,0.98,289.2262876,49.5482814,194.033,12.02,9.997,11.5352
1,1,2013,5.0505,0.057,339.428,0.024,0.95,279.2211173,61.7015065,45.8846,8.65,6.893,8.45032
1,1,2013,5.0505,0.06,346.4347,0.02,0.97,279.2211173,61.7015065,45.8846,8.65,6.893,8.45032
1,3,2013,22.3395,0.15525,198.8,0.05628,0.96,291.1481028,40.669413,376.863,13.209,11.454,13.1048
3,2,2013,152.6,0.54,54.03,0.02,1.0,118.4209646,-63.6466892,35.1205,7.97,6.329,7.7943
1,2,2013,12.62,0.11,359.13,0.02,1.12,263.3395365,5.7008254,73.3055,8.65,7.297,8.51188
1,2,2013,248.4,0.8,603.9,0.075,1.12,263.3395365,5.7008254,73.3055,8.65,7.297,8.51188
1,5,2013,51.7768,0.2491,5.2,0.06175,0.79,88.5172191,-60.0237289,12.9363,7.17,4.793,6.84367
1,5,2013,196.343,0.6069,7.1,0.2205,0.79,88.5172191,-60.0237289,12.9363,7.17,4.793,6.84367
1,2,2013,3771.0,4.11,797.7493,0.227,0.65,133.7819507,1.5420011,20.5266,9.99,6.352,9.2861
1,1,2013,6.0881,0.06,311.4734,0.09,0.82,61.755663,15.3349441,45.0293,10.49,7.665,10.0404
3,5,2013,62.24,0.213,2.7,0.02,0.33,259.7510609,-34.9977651,7.24396,10.602,6.036,9.38033
3,5,2013,39.026,0.156,2.7,0.03,0.33,259.7510609,-34.9977651,7.24396,10.602,6.036,9.38033
3,5,2013,256.2,0.549,4.6,0.08,0.33,259.7510609,-34.9977651,7.24396,10.602,6.036,9.38033
1,2,2013,3.8728,0.0428,8.5,0.0,0.7,88.2511811,-5.9963378,20.2695,9.7,6.305,9.10677
1,2,2013,125.94,0.435,53.0,0.31,0.7,88.2511811,-5.9963378,20.2695,9.7,6.305,9.10677
1,1,2014,3.57532,0.0467,3273.649,0.034,1.05,278.4958319,5.5383811,1010.28,15.774,12.985,15.3902
1,1,2014,5.2354,0.053,10.2,0.06,0.69,61.6454173,-20.8564724,25.8557,9.7,6.702,9.20154
1,3,2014,17.133,0.092,6.49,0.07,0.43,73.460097,-17.776194,11.9407,10.914,6.598,9.93395
1,3,2014,17.38,0.103,8.3,0.11,0.43,73.460097,-17.776194,11.9407,10.914,6.598,9.93395
1,3,2014,24.329,0.129,6.4,0.09,0.43,73.460097,-17.776194,11.9407,10.914,6.598,9.93395
2,2,2014,471.0,0.97,32.0,0.1,0.58,92.6435993,-21.8677233,5.75624,8.15,4.166,7.30724
2,2,2014,579.47495,1.086,14.93794,0.404,0.51,92.6435993,-21.8677233,5.75624,8.15,4.166,7.30724
2,2,2014,526.115,0.898,8.478,0.1,0.58,92.6435993,-21.8677233,5.75624,8.15,4.166,7.30724
1,1,2014,15.819,0.101,13.0,0.08,0.53,9.9980016,-44.2541679,23.6062,11.45,7.394,10.579
1,1,2014,20.129,0.111,11.07,0.11,0.35,168.9810458,-57.5425629,12.6631,11.66,7.035,10.4771
1,1,2014,26.161,0.119,9.9,0.05,0.35,168.9810458,-57.5425629,12.6631,11.66,7.035,10.4771
1,3,2014,5094.105,4.819,32.422,0.12,0.48,173.8619194,-32.5436302,9.06456,9.81,5.623,8.89138
1,3,2014,3400.0,3.6,45.0,0.08,0.48,173.8619194,-32.5436302,9.06456,9.81,5.623,8.89138
1,2,2014,17.478,0.08,4.4,0.08,0.27,264.2610245,-44.3232519,5.00671,10.94,5.606,9.57025
1,2,2014,57.32,0.176,8.7,0.1,0.27,264.2610245,-44.3232519,5.00671,10.94,5.606,9.57025
1,2,2014,38.142,0.163,17.2,0.17,0.4,264.1041731,68.3336741,4.54939,9.15,4.548,8.02754
1,2,2014,38.14,0.16353,18.394,0.04,0.41,264.1041731,68.3336741,4.54939,9.15,4.548,8.02754
1,1,2014,3.128992,0.04521,273.3338,0.11,1.26,274.3732697,-3.3810594,298.64,12.783,10.201,12.3977
1,1,2014,2.691548,0.04378,562.5591,0.12,1.54,305.4413294,26.6926759,350.351,10.205,9.346,10.2071
1,1,2014,2.516729,0.03623,416.03947,0.024,1.0,94.1120914,-22.5468824,416.459,13.516,11.612,13.2862
1,1,2014,4.763387,0.05428,75.64354,0.044,0.94,67.2228465,-21.4820568,246.384,12.598,10.703,12.4288
1,1,2014,1053.2,2.03,486.2799,0.09,1.01,25.471524,2.7044193,135.374,7.828,5.59,7.57742
1,1,2014,2721.23479,5.236,5001.66564,0.681,2.58,34.293348,23.7676546,142.024,6.53329,4.097,6.23751
1,4,2014,94.35,0.4225,146.2018,0.04,1.14,236.7235392,46.986288,37.0169,7.20856,5.499,7.00926
1,4,2014,202.08,0.7023,432.2488,0.05,1.14,236.7235392,46.986288,37.0169,7.20856,5.499,7.00926
1,4,2014,1070.35,2.1348,387.7526,0.06,1.14,236.7235392,46.986288,37.0169,7.20856,5.499,7.00926
1,4,2014,3717.35,4.8968,219.3027,0.0,1.14,236.7235392,46.986288,37.0169,7.20856,5.499,7.00926
1,2,2014,877.0,1.94,324.1866,0.109,1.27,13.7558096,0.7893425,121.405,8.05,5.699,7.77238
1,2,2014,341.5,1.033,343.2564,0.142,1.26,133.0992289,13.2330548,85.4321,7.84,5.502,7.5599
2,1,2014,9.0949,0.07765,10.1,0.089,0.76,353.9543517,0.4447043,62.4491,10.19,8.029,9.93208
1,1,2014,1062.26506,2.491,6098.17365,0.63,1.81,296.4221207,-0.6968794,102.275,7.34,5.09,7.07025
1,2,2014,7.845582,0.0804,140.48086,0.036,1.13,195.9818362,30.640145,240.726,10.371,9.083,10.1934
1,1,2014,121.54,0.311,7.0,0.23,0.28,77.9586613,-45.0430198,3.93305,8.86,5.049,8.06198
1,5,2014,5.286965,0.05521,1.1,0.1,0.8,281.4824731,47.2078263,107.796,12.072,9.351,11.4784
1,5,2014,7.071392,0.06702,1.7,0.094,0.8,281.4824731,47.2078263,107.796,12.072,9.351,11.4784
1,5,2014,10.311767,0.08618,3.0,0.092,0.8,281.4824731,47.2078263,107.796,12.072,9.351,11.4784
1,5,2014,27.453592,0.1656,4.3,0.1,0.8,281.4824731,47.2078263,107.796,12.072,9.351,11.4784
1,2,2014,15.9653287,0.13223,9.8,0.093,1.21,288.9845512,40.0644857,494.832,11.883,10.873,12.2466
1,2,2014,179.60978,0.6639,38.0,0.095,1.21,288.9845512,40.0644857,494.832,11.883,10.873,12.2466
1,4,2014,3.1800218,0.04544,3.8,0.1,1.24,297.028162,48.2086019,525.997,12.543,11.06,12.4627
1,4,2014,4.901452,0.06064,10.0,0.08,1.24,297.028162,48.2086019,525.997,12.543,11.06,12.4627
1,4,2014,7.95839,0.08377,7.7,0.11,1.24,297.028162,48.2086019,525.997,12.543,11.06,12.4627
1,4,2014,14.749143,0.12638,14.1,0.1,1.24,297.028162,48.2086019,525.997,12.543,11.06,12.4627
1,2,2014,6.4816307,0.0701,4.9,0.11,1.09,290.3926795,40.2849074,474.861,12.398,11.001,12.2955
1,2,2014,21.22265,0.1546,8.2,0.098,1.09,290.3926795,40.2849074,474.861,12.398,11.001,12.2955
1,2,2014,1.678328,0.02778,3.9,0.095,1.01,291.3822988,38.1274595,454.883,12.78,11.354,12.658
1,2,2014,3.5538229,0.0458,6.8,0.095,1.01,291.3822988,38.1274595,454.883,12.78,11.354,12.658
1,1,2014,68.9583216,0.3192,6.0,0.69,0.91,293.6792058,46.8527337,68.173,9.636,7.768,9.39109
1,1,2014,1.7208612,0.02961,294.62841,0.076,1.17,286.1103053,43.6809612,1086.24,14.399,12.837,14.2486
1,2,2014,69.7547,0.3704,820.0014,0.8,1.39,295.4179125,51.1847629,1011.36,13.089,11.859,12.9642
1,1,2014,7.8914483,0.0813,155.7367,0.55,1.15,282.6296334,46.3232807,722.795,13.524,12.041,13.4233
1,1,2014,2.6843285,0.03582,192.60498,0.079,0.85,292.8557189,46.3911883,758.753,14.462,12.779,14.28
1,2,2014,3.3118644,0.04365,341.98508,0.076,1.01,298.6249797,48.57745,698.646,14.429,12.47,14.229
1,1,2014,3.79701816,0.04652,71.82958,0.2,0.93,290.3579781,40.5676965,646.647,14.845,12.806,14.7301
1,1,2014,3.21751883,0.04135,107.10871,0.12,0.91,289.4346668,49.473455,843.695,15.032,13.212,14.8069
1,1,2014,10.290994,0.0913,92.80636,0.27,0.96,288.2545808,43.7048379,1017.8,14.301,12.777,14.1964
1,1,2014,3.52563254,0.04331,406.8224,0.11,0.87,290.5817432,40.5773106,686.284,15.362,13.234,15.2218
1,2,2014,4.72673978,0.05343,4.66,0.0,0.91,291.4181275,38.6723124,95.9115,9.996,8.37,9.86249
2,1,2014,2.849375,0.04574,638.8383,0.044,1.57,68.9598159,-64.027039,364.411,10.798,9.669,10.6151
1,1,2014,3.585722,0.05057,157.96151,0.068,1.34,98.3511016,-23.486086,201.224,10.336,9.075,10.138
1,1,2014,0.925542,0.01985,473.5667,0.0,1.22,249.3148604,7.1833758,375.647,12.402,10.767,12.1931
1,1,2014,0.9255456,0.01987,462.44265,0.15,1.22,249.3148604,7.1833758,375.647,12.402,10.767,12.1931
2,1,2014,1.7554137,0.0292,403.00844,0.015,1.08,160.6023689,7.4350768,185.932,11.779,9.882,11.5931
1,1,2014,9.289715,0.0917,606.73747,0.046,1.19,166.4296276,-5.0794854,352.181,11.21,10.161,11.3659
1,1,2014,10.02165,0.09464,87.75286,0.3,1.13,36.7758112,-50.2844247,157.963,10.139,8.78,10.0269
1,1,2014,3.40883,0.04465,287.95398,0.058,1.02,353.6162694,-1.5799849,348.494,12.274,10.732,12.0286
1,1,2014,3.40883495,0.0442,282.54945,0.0,0.99,353.6162694,-1.5799849,348.494,12.274,10.732,12.0286
2,1,2014,5.084298,0.06219,304.16331,0.023,1.24,305.0957239,-19.3147271,226.399,10.674,8.948,10.4092
1,1,2014,3.8681382,0.04527,79.4575,0.11,0.83,315.0259661,-5.094857,49.9605,9.873,7.459,9.48466
1,1,2014,3.8681382,0.04525,82.6358,0.0,0.83,315.0259661,-5.094857,49.9605,9.873,7.459,9.48466
2,1,2014,3.7130203,0.04855,189.74451,0.053,1.11,315.4771912,-13.4333821,222.355,10.786,9.58,11.0323
1,1,2014,4.08722,0.05517,597.20257,0.017,1.34,319.9496969,-58.1489328,316.678,10.468,9.028,10.2607
1,2,2014,8.5234865,0.0771,220.57402,0.077,0.84,131.1069959,1.8598933,100.588,10.825,8.855,10.5745
1,1,2014,4.954,0.06438,181.1631,0.13,1.45,309.5112337,-48.4620833,523.756,11.388,10.322,11.478
2,2,2014,3.9501907,0.0554,144.93048,0.064,1.45,313.7832393,-34.1357512,211.211,10.051,8.874,10.0285
1,1,2014,2.184673,0.03415,382.66732,0.018,1.11,337.4578243,-48.0030988,137.544,10.092,8.564,9.93697
1,1,2014,3.4252602,0.0454,155.7367,0.11,1.06,1.0465696,-47.3606352,352.464,12.569,10.914,12.3833
1,1,2014,2.07276,0.03305,420.48909,0.019,1.12,24.6051389,-55.7720006,151.068,10.57,9.03,10.4238
2,1,2014,2.96264,0.03571,269.51984,0.07,0.69,58.4290113,-34.3282716,281.742,13.252,11.284,12.8678
1,1,2014,5.75251,0.0717,889.924,0.01,1.48,39.8976689,-50.0081934,158.66,9.475,8.088,9.3251
2,1,2014,605.2,1.7,2479.0,0.08,1.7,124.1286379,9.1853306,89.0472,3.51012,0.19,3.04628
1,1,2014,121.71,0.53,2126.2827,0.35,9.06,132.4866957,11.6924845,817.192,9.616,6.693,9.40374
1,1,2014,357.8,1.1,762.8,0.09,1.5,148.1898673,26.0067142,32.6081,3.86648,1.364,3.52769
1,1,2014,1455.0,3.4,2479.0,0.533,2.4,34.293348,23.7676546,142.024,6.53329,4.097,6.23751
1,1,2014,2860.0,5.29,4735.64326,0.694,2.4,34.293348,23.7676546,142.024,6.53329,4.097,6.23751
1,1,2014,2744.0,5.15,4862.77463,0.65,2.4,34.293348,23.7676546,142.024,6.53329,4.097,6.23751
1,2,2014,198.4,0.69,794.5,0.06,1.15,154.2777769,19.5584068,672.41,10.193,7.728,9.91329
1,2,2014,559.3,1.37,3178.0,0.048,1.15,154.2777769,19.5584068,672.41,10.193,7.728,9.91329
1,1,2014,184.2,0.81,2606.1,0.02,2.1,321.5962275,-37.8294782,78.6381,5.64,2.994,5.28614
1,1,2014,1032.3,2.01,472.61321,0.132,1.01,25.471524,2.7044193,135.374,7.828,5.59,7.57742
1,2,2014,872.2,1.93,334.67499,0.183,1.27,13.7558096,0.7893425,121.405,8.05,5.699,7.77238
1,1,2014,1054.0,2.447,7182.922,0.633,1.74,296.4221207,-0.6968794,102.275,7.34,5.09,7.07025
1,1,2014,1058.8,2.55,6356.3,0.61,1.93,296.4221207,-0.6968794,102.275,7.34,5.09,7.07025
1,2,2014,886.0,2.071,365.49,0.15,1.51,13.7558096,0.7893425,121.405,8.05,5.699,7.77238
1,2,2014,341.2,1.032,317.83,0.097,1.26,133.0992289,13.2330548,85.4321,7.84,5.502,7.5599
1,1,2014,1043.0,2.335,667.41,0.11,1.56,25.471524,2.7044193,135.374,7.828,5.59,7.57742
1,1,2014,1043.0,2.34,934.4202,0.11,2.58,25.471524,2.7044193,135.374,7.828,5.59,7.57742
1,2,2014,341.7,1.073,365.49,0.13,1.41,133.0992289,13.2330548,85.4321,7.84,5.502,7.5599
1,2,2014,3452.0,5.36,819.97,0.06,1.72,257.816194,-56.681038,63.4482,7.24,5.509,7.04837
1,1,2014,4000.0,5.34,113.46531,0.458,1.27,198.0111842,-37.8028236,20.2836,4.85,3.303,4.66174
1,1,2014,4.08722,0.05512,597.5,0.0,1.34,319.9496969,-58.1489328,316.678,10.468,9.028,10.2607
1,1,2014,4.954,0.06431,177.98,0.0,1.45,309.5112337,-48.4620833,523.756,11.388,10.322,11.478
1,1,2014,3827.0,5.16,152.55,0.25,1.36,198.0111842,-37.8028236,20.2836,4.85,3.303,4.66174
2,1,2014,2.849375,0.0457,645.17,0.0,1.57,68.9598159,-64.027039,364.411,10.798,9.669,10.6151
1,2,2014,7.8457,0.07939,136.661,0.22,1.08,195.9818362,30.640145,240.726,10.371,9.083,10.1934
1,2,2014,6700.0,6.95,689.66,0.24,0.99,11.1722288,20.4483925,81.3795,8.7,7.047,8.51545
2,1,2014,5.084298,0.06206,301.93,0.0,1.24,305.0957239,-19.3147271,226.399,10.674,8.948,10.4092
1,2,2014,1667.0,2.28,168.44,0.05,0.57,278.3688659,-11.6370481,27.1665,10.03,6.867,9.48511
1,1,2014,2.691548,0.0438,549.823,0.0,1.54,305.4413294,26.6926759,350.351,10.205,9.346,10.2071
1,2,2014,18.7959228,0.1445,29.875,0.0493,1.13,288.7930651,48.040176,1455.57,14.282,13.011,14.2472
1,2,2014,50.790391,0.2804,584.78,0.0323,1.13,288.7930651,48.040176,1455.57,14.282,13.011,14.2472
1,2,2014,69.7546,0.37,794.5,0.833,1.39,295.4179125,51.1847629,1011.36,13.089,11.859,12.9642
1,2,2014,675.47,1.68,2320.1,0.184,1.39,295.4179125,51.1847629,1011.36,13.089,11.859,12.9642
1,2,2014,7.8455821,0.08,141.0,0.029,1.13,195.9818362,30.640145,240.726,10.371,9.083,10.1934
1,2,2014,3.4876812,0.0474,51.1,0.086,1.17,283.255507,48.3552474,927.981,13.7,12.011,13.5672
1,2,2014,6.02976,0.0684,3.78,0.0,1.17,283.255507,48.3552474,927.981,13.7,12.011,13.5672
1,1,2014,5.75251,0.0717,883.53,0.0,1.48,39.8976689,-50.0081934,158.66,9.475,8.088,9.3251
1,1,2014,10.290994,0.091,92.17,0.57,0.96,288.2545808,43.7048379,1017.8,14.301,12.777,14.1964
1,2,2014,7400.0,7.8,851.78013,0.19,1.14,11.1722288,20.4483925,81.3795,8.7,7.047,8.51545
2,2,2014,3.9501907,0.055,143.653,0.13,1.45,313.7832393,-34.1357512,211.211,10.051,8.874,10.0285
1,4,2014,94.375,0.4176,143.65844,0.053,1.09,236.7235392,46.986288,37.0169,7.20856,5.499,7.00926
1,4,2014,201.776,0.693,422.39395,0.0465,1.09,236.7235392,46.986288,37.0169,7.20856,5.499,7.00926
1,4,2014,1074.8,2.114,401.41728,0.044,1.09,236.7235392,46.986288,37.0169,7.20856,5.499,7.00926
1,4,2014,3336.0,4.5,204.68149,0.047,1.09,236.7235392,46.986288,37.0169,7.20856,5.499,7.00926
1,4,2014,3.1800218,0.04544,3.51,0.0,1.24,297.028162,48.2086019,525.997,12.543,11.06,12.4627
1,4,2014,4.901452,0.06064,9.39,0.0,1.24,297.028162,48.2086019,525.997,12.543,11.06,12.4627
1,4,2014,7.95839,0.08377,3.8,0.0,1.24,297.028162,48.2086019,525.997,12.543,11.06,12.4627
1,4,2014,14.749143,0.12639,8.6,0.0,1.24,297.028162,48.2086019,525.997,12.543,11.06,12.4627
1,1,2014,9.289715,0.0917,611.797,0.0,1.19,166.4296276,-5.0794854,352.181,11.21,10.161,11.3659
1,1,2014,4.463129,0.0577,156.684,0.123,1.28,270.4441831,-2.97098,290.736,11.997,9.924,11.6843
2,2,2014,2.00839,0.0335,196.411,0.0,1.24,313.7882932,-34.135724,208.696,10.589,9.188,10.4055
1,4,2014,52.0902,0.287,6.0,0.025,1.17,300.5171067,44.3815508,1020.72,14.036,12.606,13.8825
1,4,2014,81.0659,0.386,4.1,0.012,1.17,300.5171067,44.3815508,1020.72,14.036,12.606,13.8825
1,4,2014,94.44,0.415,143.34133,0.04,1.07,236.7235392,46.986288,37.0169,7.20856,5.499,7.00926
1,4,2014,201.99,0.689,422.7139,0.048,1.07,236.7235392,46.986288,37.0169,7.20856,5.499,7.00926
1,4,2014,1069.8,2.09,375.0394,0.074,1.07,236.7235392,46.986288,37.0169,7.20856,5.499,7.00926
1,4,2014,5000.0,5.0,209.7678,0.26,1.07,236.7235392,46.986288,37.0169,7.20856,5.499,7.00926
1,1,2014,10.02165,0.09459,87.5585,0.302,1.13,36.7758112,-50.2844247,157.963,10.139,8.78,10.0269
1,1,2014,3.128992,0.0452,283.492,0.049,1.26,274.3732697,-3.3810594,298.64,12.783,10.201,12.3977
1,1,2014,1.72086123,0.02959,298.43,0.0038,1.17,286.1103053,43.6809612,1086.24,14.399,12.837,14.2486
2,1,2014,3.7130203,0.04853,187.512,0.0,1.11,315.4771912,-13.4333821,222.355,10.786,9.58,11.0323
1,1,2014,3.585722,0.0506,158.91,0.0,1.34,98.3511016,-23.486086,201.224,10.336,9.075,10.138
1,1,2014,9.75598,0.092,12.2,0.077,1.1,280.6671392,6.2191669,627.158,13.82,11.988,13.7305
1,1,2014,1684.0,2.69,149.37,0.18,0.92,72.1198522,-28.4190757,58.0844,9.12,7.329,8.90667
1,1,2014,3.40883,0.04469,288.26,0.0,1.02,353.6162694,-1.5799849,348.494,12.274,10.732,12.0286
1,1,2014,2.184673,0.03416,359.13,0.0,1.11,337.4578243,-48.0030988,137.544,10.092,8.564,9.93697
1,1,2014,3.57532,0.0476,3302.11,0.065,1.05,278.4958319,5.5383811,1010.28,15.774,12.985,15.3902
1,2,2014,8.5234865,0.0771,220.565,0.0,0.84,131.1069959,1.8598933,100.588,10.825,8.855,10.5745
1,1,2014,2.6843285,0.03585,189.101,0.019,0.85,292.8557189,46.3911883,758.753,14.462,12.779,14.28
1,1,2014,3.4252602,0.0453,152.55,0.0,1.06,1.0465696,-47.3606352,352.464,12.569,10.914,12.3833
1,1,2014,4.5557,0.0498,197.046,0.086,0.79,179.1713308,-2.7791393,45.5352,9.5,7.283,9.22376
1,1,2014,2.07276,0.03303,419.52,0.0,1.12,24.6051389,-55.7720006,151.068,10.57,9.03,10.4238
2,3,2014,18.157,0.13,82.6358,0.18,0.98,117.0309753,50.2169068,151.398,11.196,9.272,10.9278
2,3,2014,18.157,0.1344,82.315,0.18,0.98,117.0309753,50.2169068,151.398,11.196,9.272,10.9278
2,3,2014,120.8,0.4756,435.409,0.1528,0.98,117.0309753,50.2169068,151.398,11.196,9.272,10.9278
2,1,2014,1129.0,2.0,1112.4,0.85,0.84,186.8791724,-71.4224896,48.9102,9.38,7.326,9.14337
2,1,2014,1148.0,2.029,715.11392,0.769,0.84,186.8791724,-71.4224896,48.9102,9.38,7.326,9.14337
1,2,2014,4.301219,0.0507,111.871,0.044,0.94,213.1438604,47.0147826,347.85,13.225,11.275,12.9729
1,2,2014,872.2,1.752,1271.3,0.494,0.94,213.1438604,47.0147826,347.85,13.225,11.275,12.9729
1,1,2014,3.21751883,0.0414,108.06,0.18,0.91,289.4346668,49.473455,843.695,15.032,13.212,14.8069
2,1,2014,1.7554137,0.02918,404.263,0.0,1.08,160.6023689,7.4350768,185.932,11.779,9.882,11.5931
